Date,Department,Region,Product,Revenue,Cost,Profit,Units_Sold,Employee_Count,Marketing_Spend,Customer_Satisfaction
2023-04-12 12:29:53.696848,Sales,South,Product E,643.99,351.73,292.26,277,78,237.48,3.4
2023-04-12 21:15:45.472736,IT,West,Product A,593.28,390.28,203.0,334,14,212.18,3.7
2023-04-13 06:01:37.248624,HR,South,Product E,711.05,312.68,398.37,82,38,298.58,4.2
2023-04-13 14:47:29.024512,Finance,South,Product E,369.17,251.81,117.36,309,65,234.99,3.4
2023-04-13 23:33:20.800400,Finance,West,Product E,497.24,242.96,254.28,61,31,154.89,3.5
2023-04-14 08:19:12.576288,Operations,South,Product D,724.86,353.1,371.76,274,44,20.0,4.2
2023-04-14 17:05:04.352176,Sales,East,Product A,390.67,236.99,153.68,236,69,181.02,3.3
2023-04-15 01:50:56.128064,Sales,North,Product A,415.26,176.3,238.96,202,37,282.24,3.6
2023-04-15 10:36:47.903951,Operations,North,Product D,1421.26,581.59,839.67,383,72,168.64,4.1
2023-04-15 19:22:39.679839,Operations,North,Product C,331.88,163.07,168.81,248,75,202.27,5.0
2023-04-16 04:08:31.455727,Operations,North,Product B,676.76,398.15,278.61,19,13,233.71,4.2
2023-04-16 12:54:23.231615,HR,West,Product A,452.78,324.94,127.84,311,20,118.78,4.1
2023-04-16 21:40:15.007503,IT,North,Product B,887.27,617.76,269.51,368,9,249.86,4.1
2023-04-17 06:26:06.783391,Sales,North,Product D,1216.98,695.69,521.29,237,27,330.97,3.2
2023-04-17 15:11:58.559279,HR,North,Product C,376.65,155.54,221.11,451,47,186.17,3.9
2023-04-17 23:57:50.335167,Operations,North,Product C,446.21,262.08,184.13,302,61,109.67,3.8
2023-04-18 08:43:42.111055,Sales,East,Product C,306.24,198.04,108.2,61,55,194.67,4.0
2023-04-18 17:29:33.886943,HR,North,Product D,717.36,372.1,345.26,249,17,22.05,3.9
2023-04-19 02:15:25.662831,IT,East,Product E,585.31,256.88,328.43,108,28,226.95,4.0
2023-04-19 11:01:17.438719,HR,West,Product E,630.62,313.73,316.89,90,15,236.18,3.6
2023-04-19 19:47:09.214607,IT,South,Product B,518.17,347.2,170.97,22,56,334.05,3.8
2023-04-20 04:33:00.990495,Operations,North,Product E,636.72,332.96,303.76,399,21,184.48,3.1
2023-04-20 13:18:52.766383,IT,South,Product E,664.06,454.35,209.71,451,41,232.68,3.6
2023-04-20 22:04:44.542271,Sales,South,Product C,296.04,151.52,144.52,366,17,131.1,4.6
2023-04-21 06:50:36.318159,Operations,West,Product C,409.12,187.07,222.05,137,66,171.49,4.0
2023-04-21 15:36:28.094047,Sales,South,Product B,857.25,473.67,383.58,313,12,77.99,3.8
2023-04-22 00:22:19.869934,Finance,East,Product A,402.43,224.68,177.75,425,60,184.42,4.9
2023-04-22 09:08:11.645822,Marketing,South,Product B,472.67,191.73,280.94,20,74,175.58,3.0
2023-04-22 17:54:03.421710,IT,South,Product B,588.47,259.5,328.97,90,48,223.94,3.1
2023-04-23 02:39:55.197598,Marketing,South,Product D,684.16,317.95,366.21,270,64,150.11,4.8
2023-04-23 11:25:46.973486,Marketing,North,Product D,1101.88,484.56,617.32,15,45,206.67,3.8
2023-04-23 20:11:38.749374,IT,North,Product B,963.21,500.42,462.79,467,25,173.33,3.7
2023-04-24 04:57:30.525262,Operations,East,Product B,941.52,694.48,247.04,382,46,173.48,3.1
2023-04-24 13:43:22.301150,Finance,East,Product B,544.35,314.76,229.59,490,78,206.43,4.1
2023-04-24 22:29:14.077038,Sales,North,Product E,621.56,385.15,236.41,231,78,203.24,4.1
2023-04-25 07:15:05.852926,HR,East,Product D,917.72,481.56,436.16,414,33,260.89,3.1
2023-04-25 16:00:57.628814,Sales,North,Product B,998.38,512.39,485.99,307,69,190.35,3.7
2023-04-26 00:46:49.404702,HR,West,Product C,411.57,167.96,243.61,90,21,172.01,3.6
2023-04-26 09:32:41.180590,Sales,South,Product C,219.46,126.22,93.24,420,34,185.54,4.0
2023-04-26 18:18:32.956478,IT,South,Product E,522.02,297.17,224.85,12,30,142.83,3.1
2023-04-27 03:04:24.732366,Finance,East,Product E,592.98,269.95,323.03,69,57,171.21,4.6
2023-04-27 11:50:16.508254,HR,North,Product A,570.9,381.08,189.82,230,23,362.49,4.3
2023-04-27 20:36:08.284142,Operations,North,Product A,593.21,339.57,253.64,459,57,126.99,3.6
2023-04-28 05:22:00.060030,Sales,East,Product A,573.61,297.5,276.11,358,21,177.71,3.7
2023-04-28 14:07:51.835917,Sales,North,Product E,399.56,180.37,219.19,58,50,169.0,3.7
2023-04-28 22:53:43.611805,HR,West,Product E,430.51,255.4,175.11,237,57,180.23,3.3
2023-04-29 07:39:35.387693,Operations,South,Product E,663.45,440.19,223.26,299,68,173.5,3.5
2023-04-29 16:25:27.163581,Operations,East,Product C,309.21,154.2,155.01,302,49,222.34,3.6
2023-04-30 01:11:18.939469,IT,East,Product E,621.43,296.16,325.27,307,53,63.19,4.8
2023-04-30 09:57:10.715357,IT,North,Product C,230.02,134.03,95.99,202,23,282.97,4.4
2023-04-30 18:43:02.491245,IT,East,Product A,387.92,176.26,211.66,453,75,250.61,4.4
2023-05-01 03:28:54.267133,IT,West,Product A,422.38,267.5,154.88,483,69,100.57,4.0
2023-05-01 12:14:46.043021,IT,North,Product A,501.48,306.84,194.64,266,41,20.0,3.1
2023-05-01 21:00:37.818909,IT,North,Product B,705.72,303.8,401.92,452,74,121.83,3.8
2023-05-02 05:46:29.594797,Finance,North,Product B,809.26,334.05,475.21,397,30,180.59,4.4
2023-05-02 14:32:21.370685,Operations,North,Product D,1004.54,619.9,384.64,112,6,406.42,3.0
2023-05-02 23:18:13.146573,IT,West,Product D,1029.02,517.6,511.42,407,63,243.46,4.2
2023-05-03 08:04:04.922461,Operations,North,Product D,1256.99,540.83,716.16,375,9,55.39,5.0
2023-05-03 16:49:56.698349,Operations,East,Product B,925.69,616.32,309.37,155,41,144.83,4.4
2023-05-04 01:35:48.474237,Marketing,West,Product B,665.21,339.2,326.01,299,35,195.74,4.6
2023-05-04 10:21:40.250125,Finance,South,Product D,673.28,377.62,295.66,266,52,220.29,3.9
2023-05-04 19:07:32.026013,IT,South,Product D,1194.49,576.8,617.69,318,10,94.82,4.4
2023-05-05 03:53:23.801900,Sales,East,Product E,403.49,249.99,153.5,287,19,189.2,3.4
2023-05-05 12:39:15.577788,HR,East,Product D,665.22,336.28,328.94,473,19,142.59,4.3
2023-05-05 21:25:07.353676,Sales,West,Product E,410.66,303.4,107.26,198,65,111.7,4.2
2023-05-06 06:10:59.129564,Finance,South,Product C,549.31,354.87,194.44,415,20,220.77,4.0
2023-05-06 14:56:50.905452,HR,South,Product B,583.8,261.46,322.34,187,24,261.91,4.6
2023-05-06 23:42:42.681340,Finance,South,Product D,976.81,533.19,443.62,25,48,267.28,3.5
2023-05-07 08:28:34.457228,Operations,South,Product B,991.92,530.58,461.34,421,46,245.95,3.7
2023-05-07 17:14:26.233116,HR,South,Product B,1025.7,602.07,423.63,485,50,160.21,3.9
2023-05-08 02:00:18.009004,Operations,North,Product B,932.85,648.03,284.82,384,38,257.16,3.2
2023-05-08 10:46:09.784892,Sales,East,Product C,234.16,141.48,92.68,95,68,224.72,3.9
2023-05-08 19:32:01.560780,Sales,North,Product A,453.25,191.07,262.18,257,33,210.72,2.8
2023-05-09 04:17:53.336668,HR,South,Product D,1130.76,711.7,419.06,463,7,151.06,4.4
2023-05-09 13:03:45.112556,HR,West,Product A,457.95,184.5,273.45,226,13,160.25,3.8
2023-05-09 21:49:36.888444,IT,West,Product A,401.66,270.31,131.35,51,79,205.91,3.5
2023-05-10 06:35:28.664332,Finance,South,Product A,400.99,253.96,147.03,203,79,395.19,3.3
2023-05-10 15:21:20.440220,IT,South,Product B,886.5,450.41,436.09,336,29,224.1,3.7
2023-05-11 00:07:12.216108,Finance,West,Product E,427.32,214.67,212.65,382,46,151.1,4.2
2023-05-11 08:53:03.991995,IT,North,Product B,857.83,582.81,275.02,474,50,133.41,4.1
2023-05-11 17:38:55.767883,Operations,North,Product B,962.01,648.56,313.45,172,77,160.66,3.4
2023-05-12 02:24:47.543771,HR,South,Product A,640.15,334.99,305.16,285,63,374.18,3.3
2023-05-12 11:10:39.319659,Sales,North,Product B,480.36,242.4,237.96,373,25,168.06,4.2
2023-05-12 19:56:31.095547,Finance,West,Product A,675.3,402.44,272.86,139,78,272.55,3.4
2023-05-13 04:42:22.871435,Finance,North,Product E,345.49,139.21,206.28,272,26,169.93,3.8
2023-05-13 13:28:14.647323,Sales,South,Product D,1217.45,522.21,695.24,489,33,220.89,3.9
2023-05-13 22:14:06.423211,IT,West,Product A,755.83,335.71,420.12,186,67,263.34,4.0
2023-05-14 06:59:58.199099,Finance,North,Product E,396.84,184.49,212.35,476,77,154.25,4.3
2023-05-14 15:45:49.974987,Operations,East,Product D,994.19,575.84,418.35,469,65,148.71,3.0
2023-05-15 00:31:41.750875,HR,West,Product C,481.76,360.01,121.75,274,68,332.71,2.7
2023-05-15 09:17:33.526763,Sales,West,Product A,331.79,208.5,123.29,36,73,278.77,3.5
2023-05-15 18:03:25.302651,HR,East,Product A,529.25,223.05,306.2,471,44,263.25,4.9
2023-05-16 02:49:17.078539,Finance,East,Product C,193.86,113.21,80.65,395,79,262.98,5.0
2023-05-16 11:35:08.854427,Finance,West,Product C,252.92,145.13,107.79,94,5,236.77,4.9
2023-05-16 20:21:00.630315,Sales,East,Product A,771.63,347.59,424.04,205,69,361.42,3.7
2023-05-17 05:06:52.406203,Operations,South,Product C,378.61,273.39,105.22,325,66,203.51,2.7
2023-05-17 13:52:44.182091,Marketing,South,Product B,1023.83,567.48,456.35,252,58,246.18,2.4
2023-05-17 22:38:35.957978,Sales,South,Product D,1296.74,970.09,326.65,478,64,83.93,3.4
2023-05-18 07:24:27.733866,Marketing,West,Product D,901.98,493.41,408.57,377,50,134.0,3.7
2023-05-18 16:10:19.509754,IT,East,Product D,1312.35,804.19,508.16,351,9,103.93,4.6
2023-05-19 00:56:11.285642,Marketing,East,Product B,844.01,368.55,475.46,186,26,301.93,4.3
2023-05-19 09:42:03.061530,Operations,North,Product C,155.14,86.72,68.42,139,57,20.0,3.9
2023-05-19 18:27:54.837418,IT,North,Product E,674.41,326.12,348.29,154,74,167.82,3.3
2023-05-20 03:13:46.613306,Marketing,East,Product C,234.92,162.67,72.25,92,36,20.0,3.2
2023-05-20 11:59:38.389194,IT,East,Product A,451.94,304.78,147.16,369,15,133.5,4.0
2023-05-20 20:45:30.165082,Marketing,East,Product D,708.79,487.98,220.81,97,14,160.72,4.2
2023-05-21 05:31:21.940970,Operations,West,Product C,393.66,257.16,136.5,29,43,310.79,4.0
2023-05-21 14:17:13.716858,Marketing,East,Product E,604.16,417.74,186.42,239,35,231.73,3.2
2023-05-21 23:03:05.492746,Marketing,North,Product A,746.68,351.16,395.52,469,16,133.35,4.2
2023-05-22 07:48:57.268634,Marketing,West,Product B,1106.39,617.6,488.79,482,42,285.28,4.1
2023-05-22 16:34:49.044522,Sales,East,Product B,1006.48,646.31,360.17,135,71,201.43,3.2
2023-05-23 01:20:40.820410,Sales,North,Product E,607.2,378.34,228.86,480,70,203.01,3.3
2023-05-23 10:06:32.596298,Sales,West,Product A,618.62,402.55,216.07,363,56,103.79,4.2
2023-05-23 18:52:24.372186,Operations,East,Product D,1159.4,554.76,604.64,425,9,120.8,3.7
2023-05-24 03:38:16.148074,IT,East,Product C,454.52,197.47,257.05,60,15,133.99,4.8
2023-05-24 12:24:07.923961,Finance,East,Product A,349.79,252.16,97.63,97,29,203.72,4.1
2023-05-24 21:09:59.699849,Marketing,West,Product B,683.16,407.2,275.96,179,39,206.23,3.5
2023-05-25 05:55:51.475737,Marketing,North,Product E,415.17,188.42,226.75,72,39,323.53,3.8
2023-05-25 14:41:43.251625,Operations,North,Product E,623.33,422.43,200.9,98,26,230.8,3.8
2023-05-25 23:27:35.027513,Marketing,South,Product C,401.49,289.16,112.33,198,41,20.0,3.4
2023-05-26 08:13:26.803401,Sales,East,Product E,619.34,284.49,334.85,199,59,221.01,3.3
2023-05-26 16:59:18.579289,Finance,South,Product E,379.23,260.19,119.04,396,79,84.0,4.2
2023-05-27 01:45:10.355177,HR,South,Product A,697.03,506.48,190.55,98,76,122.72,4.3
2023-05-27 10:31:02.131065,Marketing,North,Product D,996.59,725.94,270.65,357,68,135.03,4.2
2023-05-27 19:16:53.906953,Sales,West,Product C,242.19,174.37,67.82,341,24,146.93,4.7
2023-05-28 04:02:45.682841,HR,West,Product A,538.29,318.26,220.03,35,8,89.99,3.5
2023-05-28 12:48:37.458729,Finance,North,Product D,1043.38,547.43,495.95,185,22,216.28,4.8
2023-05-28 21:34:29.234617,HR,West,Product A,667.49,268.7,398.79,373,55,87.14,3.3
2023-05-29 06:20:21.010505,Sales,South,Product A,675.26,284.5,390.76,273,72,228.53,3.2
2023-05-29 15:06:12.786393,IT,East,Product E,692.39,380.88,311.51,398,24,378.96,2.7
2023-05-29 23:52:04.562281,IT,North,Product D,1315.13,709.86,605.27,404,13,93.65,3.5
2023-05-30 08:37:56.338169,HR,East,Product C,466.42,216.72,249.7,51,30,177.24,3.5
2023-05-30 17:23:48.114057,Operations,West,Product C,385.47,207.54,177.93,492,29,20.0,4.1
2023-05-31 02:09:39.889944,HR,East,Product D,1073.61,495.07,578.54,484,72,175.93,3.9
2023-05-31 10:55:31.665832,Marketing,West,Product E,425.08,296.31,128.77,128,45,251.42,3.1
2023-05-31 19:41:23.441720,Marketing,West,Product B,854.71,431.09,423.62,178,63,257.65,3.6
2023-06-01 04:27:15.217608,IT,South,Product A,582.67,355.14,227.53,117,49,206.19,3.6
2023-06-01 13:13:06.993496,Operations,West,Product E,538.98,310.45,228.53,495,45,271.14,2.7
2023-06-01 21:58:58.769384,Sales,South,Product D,1132.28,473.47,658.81,156,42,403.68,3.2
2023-06-02 06:44:50.545272,Marketing,South,Product A,569.31,415.47,153.84,185,23,336.98,3.3
2023-06-02 15:30:42.321160,IT,South,Product C,340.05,198.77,141.28,446,18,158.2,4.7
2023-06-03 00:16:34.097048,Finance,North,Product B,604.09,310.36,293.73,448,25,83.91,3.9
2023-06-03 09:02:25.872936,IT,North,Product C,221.77,100.98,120.79,385,19,167.51,4.2
2023-06-03 17:48:17.648824,Marketing,West,Product D,1037.18,537.76,499.42,198,7,124.24,2.9
2023-06-04 02:34:09.424712,Marketing,South,Product A,649.5,264.46,385.04,169,41,236.11,4.5
2023-06-04 11:20:01.200600,IT,North,Product D,760.41,400.92,359.49,311,50,105.5,4.6
2023-06-04 20:05:52.976488,Sales,South,Product A,359.42,210.63,148.79,357,20,194.17,2.6
2023-06-05 04:51:44.752376,HR,East,Product E,521.92,368.03,153.89,429,18,267.04,3.4
2023-06-05 13:37:36.528264,Marketing,East,Product B,603.76,386.76,217.0,411,13,191.94,4.1
2023-06-05 22:23:28.304152,IT,East,Product E,457.51,200.87,256.64,83,11,124.29,4.2
2023-06-06 07:09:20.080040,IT,West,Product E,568.49,256.79,311.7,361,18,293.99,3.4
2023-06-06 15:55:11.855927,Operations,South,Product D,1024.94,563.56,461.38,27,10,49.68,3.6
2023-06-07 00:41:03.631815,HR,East,Product B,767.26,359.46,407.8,149,19,173.78,3.4
2023-06-07 09:26:55.407703,Finance,North,Product A,567.52,232.54,334.98,124,56,196.67,3.9
2023-06-07 18:12:47.183591,Sales,East,Product A,416.57,284.0,132.57,337,76,201.27,4.5
2023-06-08 02:58:38.959479,Finance,East,Product C,407.31,165.71,241.6,234,38,214.44,3.3
2023-06-08 11:44:30.735367,HR,East,Product A,430.54,297.39,133.15,55,5,248.84,4.4
2023-06-08 20:30:22.511255,HR,West,Product D,1041.08,468.94,572.14,448,73,197.17,3.3
2023-06-09 05:16:14.287143,HR,North,Product E,516.21,382.58,133.63,47,24,170.56,3.3
2023-06-09 14:02:06.063031,Finance,South,Product E,477.42,291.87,185.55,215,11,167.39,4.3
2023-06-09 22:47:57.838919,HR,North,Product E,490.63,322.46,168.17,395,11,151.08,4.4
2023-06-10 07:33:49.614807,IT,South,Product B,630.14,276.42,353.72,18,54,263.0,4.3
2023-06-10 16:19:41.390695,Finance,West,Product A,577.96,405.58,172.38,262,6,148.28,3.0
2023-06-11 01:05:33.166583,HR,West,Product D,1313.52,911.21,402.31,117,51,267.74,3.5
2023-06-11 09:51:24.942471,IT,West,Product B,769.86,483.89,285.97,398,18,201.52,4.3
2023-06-11 18:37:16.718359,Operations,West,Product C,197.43,113.68,83.75,107,35,158.3,3.8
2023-06-12 03:23:08.494247,HR,South,Product D,1177.41,768.28,409.13,284,54,249.47,3.2
2023-06-12 12:09:00.270135,Finance,East,Product D,1362.3,547.75,814.55,80,65,141.8,4.1
2023-06-12 20:54:52.046023,Marketing,South,Product D,1116.54,678.14,438.4,48,45,251.05,3.4
2023-06-13 05:40:43.821910,HR,North,Product E,563.51,392.54,170.97,307,18,217.02,4.9
2023-06-13 14:26:35.597798,Marketing,West,Product D,641.66,336.82,304.84,410,9,152.29,4.7
2023-06-13 23:12:27.373686,IT,West,Product A,439.14,192.3,246.84,456,79,242.29,4.2
2023-06-14 07:58:19.149574,Operations,North,Product D,742.18,406.2,335.98,99,9,243.73,4.6
2023-06-14 16:44:10.925462,Sales,South,Product E,391.5,256.23,135.27,439,68,292.6,3.8
2023-06-15 01:30:02.701350,Operations,East,Product D,1180.95,516.73,664.22,228,33,277.29,4.3
2023-06-15 10:15:54.477238,HR,East,Product C,249.78,117.93,131.85,116,79,239.3,4.7
2023-06-15 19:01:46.253126,Marketing,North,Product C,217.04,98.02,119.02,485,9,109.79,3.9
2023-06-16 03:47:38.029014,Marketing,East,Product E,450.89,306.12,144.77,413,40,395.89,3.6
2023-06-16 12:33:29.804902,Finance,South,Product A,506.04,213.56,292.48,463,23,87.71,2.8
2023-06-16 21:19:21.580790,Marketing,South,Product A,459.94,294.5,165.44,401,68,275.94,3.8
2023-06-17 06:05:13.356678,Finance,North,Product B,802.66,424.01,378.65,105,26,234.5,4.3
2023-06-17 14:51:05.132566,IT,South,Product E,708.19,470.61,237.58,412,38,106.07,4.4
2023-06-17 23:36:56.908454,Sales,West,Product D,1092.32,805.62,286.7,41,60,190.06,4.1
2023-06-18 08:22:48.684342,HR,North,Product E,605.21,266.35,338.86,135,21,193.7,3.5
2023-06-18 17:08:40.460230,Finance,South,Product B,744.73,379.84,364.89,156,60,304.45,2.6
2023-06-19 01:54:32.236118,Sales,North,Product E,317.94,217.33,100.61,289,21,142.94,3.5
2023-06-19 10:40:24.012006,Marketing,East,Product E,390.41,192.53,197.88,33,78,179.04,3.6
2023-06-19 19:26:15.787893,Marketing,South,Product B,488.3,232.09,256.21,449,22,20.0,3.6
2023-06-20 04:12:07.563781,Sales,West,Product A,740.66,510.23,230.43,218,49,338.78,4.2
2023-06-20 12:57:59.339669,Marketing,South,Product D,1242.37,926.16,316.21,129,60,114.36,5.0
2023-06-20 21:43:51.115557,IT,North,Product B,744.35,442.82,301.53,283,54,226.15,3.9
2023-06-21 06:29:42.891445,IT,North,Product C,324.99,161.62,163.37,149,62,191.89,3.7
2023-06-21 15:15:34.667333,Sales,South,Product A,566.99,305.89,261.1,306,22,192.16,3.6
2023-06-22 00:01:26.443221,Finance,West,Product C,342.42,157.36,185.06,352,11,264.79,3.9
2023-06-22 08:47:18.219109,Finance,West,Product A,532.31,354.87,177.44,441,14,333.7,3.3
2023-06-22 17:33:09.994997,Sales,West,Product D,848.88,569.36,279.52,91,73,220.12,3.9
2023-06-23 02:19:01.770885,Finance,North,Product D,1231.31,869.66,361.65,457,7,252.41,4.1
2023-06-23 11:04:53.546773,Finance,South,Product E,526.13,215.35,310.78,409,48,226.31,3.9
2023-06-23 19:50:45.322661,IT,East,Product C,302.73,180.64,122.09,217,74,281.4,4.1
2023-06-24 04:36:37.098549,Finance,North,Product A,702.41,333.64,368.77,493,18,162.97,4.1
2023-06-24 13:22:28.874437,Operations,West,Product D,694.15,360.48,333.67,416,8,286.03,2.7
2023-06-24 22:08:20.650325,HR,South,Product B,743.76,501.84,241.92,479,22,288.84,4.2
2023-06-25 06:54:12.426213,Marketing,West,Product D,1193.94,557.82,636.12,432,56,286.6,3.4
2023-06-25 15:40:04.202101,Operations,East,Product B,1051.8,655.71,396.09,42,42,147.19,3.1
2023-06-26 00:25:55.977988,Finance,West,Product A,591.17,371.9,219.27,33,24,186.53,3.1
2023-06-26 09:11:47.753876,IT,West,Product D,1086.45,797.38,289.07,70,48,219.16,4.1
2023-06-26 17:57:39.529764,Sales,East,Product D,772.41,518.52,253.89,320,55,90.33,3.7
2023-06-27 02:43:31.305652,Finance,South,Product A,633.86,431.83,202.03,198,23,327.59,2.8
2023-06-27 11:29:23.081540,IT,North,Product D,732.0,429.0,303.0,93,72,199.02,4.1
2023-06-27 20:15:14.857428,HR,South,Product B,787.25,366.37,420.88,234,70,222.71,2.9
2023-06-28 05:01:06.633316,Finance,East,Product D,698.62,383.51,315.11,488,17,153.84,3.9
2023-06-28 13:46:58.409204,Sales,West,Product C,337.91,200.15,137.76,177,66,93.85,3.9
2023-06-28 22:32:50.185092,IT,South,Product E,588.45,375.11,213.34,195,65,151.68,4.3
2023-06-29 07:18:41.960980,IT,North,Product B,568.98,348.61,220.37,384,34,217.54,4.9
2023-06-29 16:04:33.736868,IT,East,Product C,355.71,191.33,164.38,81,34,253.87,3.0
2023-06-30 00:50:25.512756,HR,South,Product A,494.46,243.7,250.76,83,55,212.94,3.8
2023-06-30 09:36:17.288644,Finance,North,Product B,476.64,218.72,257.92,394,52,227.74,3.6
2023-06-30 18:22:09.064532,HR,East,Product E,341.42,219.48,121.94,350,37,173.04,4.1
2023-07-01 03:08:00.840420,Marketing,North,Product E,404.94,253.45,151.49,162,78,239.7,3.9
2023-07-01 11:53:52.616308,Marketing,East,Product A,482.73,309.23,173.5,105,23,318.63,3.6
2023-07-01 20:39:44.392196,Finance,West,Product A,666.85,353.69,313.16,62,75,256.38,3.5
2023-07-02 05:25:36.168084,HR,South,Product B,848.21,417.19,431.02,454,61,264.76,3.1
2023-07-02 14:11:27.943971,Sales,North,Product D,1152.39,767.38,385.01,183,23,223.52,4.4
2023-07-02 22:57:19.719859,IT,East,Product A,392.66,263.39,129.27,119,45,79.75,4.1
2023-07-03 07:43:11.495747,IT,North,Product D,1197.51,669.97,527.54,467,46,116.43,4.4
2023-07-03 16:29:03.271635,Finance,North,Product C,343.87,211.19,132.68,325,56,236.39,3.6
2023-07-04 01:14:55.047523,Marketing,South,Product E,595.52,316.06,279.46,60,8,199.12,3.4
2023-07-04 10:00:46.823411,Marketing,West,Product D,1284.16,829.16,455.0,386,8,235.19,3.2
2023-07-04 18:46:38.599299,IT,North,Product E,336.65,233.13,103.52,262,9,334.11,4.0
2023-07-05 03:32:30.375187,Finance,East,Product D,650.23,416.72,233.51,82,45,258.08,3.2
2023-07-05 12:18:22.151075,HR,East,Product C,228.72,132.52,96.2,221,65,300.71,4.9
2023-07-05 21:04:13.926963,Marketing,West,Product A,484.67,271.67,213.0,441,79,207.57,3.0
2023-07-06 05:50:05.702851,HR,East,Product C,201.06,125.62,75.44,221,59,135.42,4.0
2023-07-06 14:35:57.478739,Marketing,West,Product A,531.4,339.0,192.4,260,79,195.37,4.7
2023-07-06 23:21:49.254627,Marketing,East,Product A,709.71,422.67,287.04,177,17,135.62,4.2
2023-07-07 08:07:41.030515,Operations,South,Product E,348.67,215.73,132.94,272,18,324.66,3.9
2023-07-07 16:53:32.806403,Marketing,North,Product C,250.46,108.65,141.81,340,64,263.23,3.2
2023-07-08 01:39:24.582291,Sales,South,Product D,1392.44,1020.82,371.62,478,76,241.64,3.0
2023-07-08 10:25:16.358179,Finance,North,Product C,299.8,202.9,96.9,239,29,298.88,4.3
2023-07-08 19:11:08.134067,Finance,North,Product E,534.03,283.5,250.53,248,48,38.4,4.7
2023-07-09 03:56:59.909954,HR,North,Product A,522.14,311.71,210.43,284,14,247.05,3.5
2023-07-09 12:42:51.685842,Marketing,South,Product E,742.29,309.21,433.08,152,75,95.15,3.1
2023-07-09 21:28:43.461730,Sales,North,Product B,619.24,256.63,362.61,79,54,199.42,2.3
2023-07-10 06:14:35.237618,HR,South,Product B,793.24,386.93,406.31,454,48,175.06,3.2
2023-07-10 15:00:27.013506,Operations,West,Product D,1314.29,842.98,471.31,321,18,252.94,3.7
2023-07-10 23:46:18.789394,HR,East,Product E,376.55,262.93,113.62,403,19,218.25,4.8
2023-07-11 08:32:10.565282,HR,East,Product D,1059.99,631.45,428.54,183,20,307.61,4.2
2023-07-11 17:18:02.341170,Marketing,North,Product D,941.69,552.06,389.63,345,6,151.85,4.0
2023-07-12 02:03:54.117058,Operations,South,Product B,1055.53,570.84,484.69,118,34,256.73,3.6
2023-07-12 10:49:45.892946,HR,East,Product D,1055.0,481.67,573.33,212,34,212.98,3.5
2023-07-12 19:35:37.668834,Sales,South,Product B,709.36,313.13,396.23,194,35,69.18,4.6
2023-07-13 04:21:29.444722,Sales,South,Product A,627.03,417.75,209.28,300,24,126.51,3.9
2023-07-13 13:07:21.220610,Finance,North,Product E,387.0,280.43,106.57,337,53,188.01,2.5
2023-07-13 21:53:12.996498,Operations,East,Product D,711.01,398.45,312.56,101,39,288.98,3.4
2023-07-14 06:39:04.772386,Operations,North,Product B,496.05,312.91,183.14,268,27,237.1,3.3
2023-07-14 15:24:56.548274,Finance,North,Product C,241.32,173.76,67.56,331,65,106.6,3.5
2023-07-15 00:10:48.324162,HR,East,Product D,970.89,418.98,551.91,446,59,188.77,4.1
2023-07-15 08:56:40.100050,Operations,East,Product A,521.4,349.17,172.23,215,71,361.42,3.7
2023-07-15 17:42:31.875937,Sales,West,Product A,409.01,251.9,157.11,61,12,208.9,3.8
2023-07-16 02:28:23.651825,Sales,West,Product C,399.62,243.58,156.04,358,44,173.81,4.6
2023-07-16 11:14:15.427713,Marketing,South,Product B,809.57,406.72,402.85,190,63,239.34,3.4
2023-07-16 20:00:07.203601,Operations,East,Product D,676.8,432.72,244.08,447,36,261.07,4.9
2023-07-17 04:45:58.979489,HR,West,Product B,689.96,467.92,222.04,312,11,163.51,3.4
2023-07-17 13:31:50.755377,Finance,South,Product A,411.29,180.76,230.53,12,6,240.21,3.9
2023-07-17 22:17:42.531265,Finance,South,Product B,884.74,519.11,365.63,458,10,173.69,3.6
2023-07-18 07:03:34.307153,HR,South,Product A,585.51,254.96,330.55,408,40,257.55,3.9
2023-07-18 15:49:26.083041,IT,West,Product B,548.73,387.07,161.66,93,36,213.58,4.1
2023-07-19 00:35:17.858929,Marketing,East,Product C,332.69,192.19,140.5,223,49,238.56,4.1
2023-07-19 09:21:09.634817,Finance,North,Product E,721.67,492.75,228.92,43,46,139.27,3.3
2023-07-19 18:07:01.410705,Operations,South,Product C,292.28,154.57,137.71,59,57,134.3,3.1
2023-07-20 02:52:53.186593,Marketing,West,Product C,229.31,101.76,127.55,298,13,275.64,5.0
2023-07-20 11:38:44.962481,Operations,West,Product E,468.26,194.11,274.15,338,79,193.65,3.5
2023-07-20 20:24:36.738369,Sales,North,Product E,405.98,202.39,203.59,268,79,222.8,4.2
2023-07-21 05:10:28.514257,Marketing,North,Product D,1353.7,657.2,696.5,267,53,175.49,2.8
2023-07-21 13:56:20.290145,Finance,West,Product D,935.67,557.77,377.9,397,6,271.9,3.6
2023-07-21 22:42:12.066033,Marketing,East,Product C,333.16,135.8,197.36,281,71,151.38,3.7
2023-07-22 07:28:03.841920,Marketing,North,Product C,252.59,147.06,105.53,191,15,189.15,4.1
2023-07-22 16:13:55.617808,Marketing,West,Product A,763.9,410.31,353.59,42,54,262.88,2.2
